Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
5428,US-2022-105427,2019-12-10,2019-12-13,Same Day,CG-10427,Customer 427,Corporate,United States,City 27,State 7,15427,East,FUR-OFF-6427,Office Supplies,Appliances,Appliances 27,4657.25,2,0.02,512.06
5429,US-2019-105428,2019-05-02,2019-05-04,Standard Class,CG-10428,Customer 428,Corporate,United States,City 28,State 8,15428,West,FUR-TEC-6428,Technology,Machines,Machines 28,22.53,8,0.42,2.24
5430,US-2020-105429,2022-07-23,2022-07-26,First Class,CG-10429,Customer 429,Corporate,United States,City 29,State 9,15429,West,FUR-OFF-6429,Office Supplies,Art,Art 29,741.08,8,0.43,84.95
5431,US-2021-105430,2020-09-20,2020-09-28,Same Day,CG-10430,Customer 430,Consumer,United States,City 30,State 10,15430,East,FUR-TEC-6430,Technology,Accessories,Accessories 30,3022.66,1,0.03,590.23
5432,US-2022-105431,2021-04-05,2021-04-12,First Class,CG-10431,Customer 431,Consumer,United States,City 31,State 11,15431,South,FUR-FUR-6431,Furniture,Bookcases,Bookcases 31,118.49,9,0.49,10.54
5433,US-2019-105432,2020-07-01,2020-07-10,Same Day,CG-10432,Customer 432,Corporate,United States,City 32,State 12,15432,South,FUR-TEC-6432,Technology,Accessories,Accessories 32,1084.45,1,0.43,174.93
5434,US-2020-105433,2021-11-24,2021-11-27,Standard Class,CG-10433,Customer 433,Corporate,United States,City 33,State 13,15433,South,FUR-FUR-6433,Furniture,Furnishings,Furnishings 33,4021.59,9,0.18,526.08
5435,US-2021-105434,2021-05-04,2021-05-12,Second Class,CG-10434,Customer 434,Home Office,United States,City 34,State 14,15434,Central,FUR-OFF-6434,Office Supplies,Art,Art 34,3986.68,1,0.37,286.2
5436,US-2022-105435,2022-02-22,2022-02-26,Same Day,CG-10435,Customer 435,Corporate,United States,City 35,State 15,15435,South,FUR-FUR-6435,Furniture,Tables,Tables 35,2455.22,3,0.3,424.59
5437,US-2019-105436,2020-04-11,2020-04-18,Standard Class,CG-10436,Customer 436,Consumer,United States,City 36,State 16,15436,Central,FUR-FUR-6436,Furniture,Bookcases,Bookcases 36,2337.24,8,0.25,433.32
5438,US-2020-105437,2019-08-27,2019-08-31,Second Class,CG-10437,Customer 437,Consumer,United States,City 37,State 17,15437,West,FUR-OFF-6437,Office Supplies,Appliances,Appliances 37,2002.87,6,0.16,299.55
5439,US-2021-105438,2020-09-24,2020-10-04,First Class,CG-10438,Customer 438,Corporate,United States,City 38,State 18,15438,West,FUR-OFF-6438,Office Supplies,Binders,Binders 38,819.19,3,0.35,88.46
5440,US-2022-105439,2022-06-16,2022-06-21,Standard Class,CG-10439,Customer 439,Home Office,United States,City 39,State 19,15439,South,FUR-FUR-6439,Furniture,Bookcases,Bookcases 39,2497.59,8,0.43,251.43
5441,US-2019-105440,2019-08-26,2019-09-05,Second Class,CG-10440,Customer 440,Consumer,United States,City 40,State 0,15440,Central,FUR-OFF-6440,Office Supplies,Art,Art 40,3383.63,5,0.45,350.91
5442,US-2020-105441,2021-10-30,2021-11-04,Standard Class,CG-10441,Customer 441,Consumer,United States,City 41,State 1,15441,West,FUR-FUR-6441,Furniture,Chairs,Chairs 41,2186.89,2,0.29,330.24
5443,US-2021-105442,2020-05-02,2020-05-06,Standard Class,CG-10442,Customer 442,Consumer,United States,City 42,State 2,15442,East,FUR-TEC-6442,Technology,Phones,Phones 42,555.68,5,0.37,81.82
5444,US-2022-105443,2022-04-24,2022-05-03,First Class,CG-10443,Customer 443,Corporate,United States,City 43,State 3,15443,West,FUR-TEC-6443,Technology,Accessories,Accessories 43,2621.12,4,0.31,294.36
5445,US-2019-105444,2022-12-29,2023-01-08,Second Class,CG-10444,Customer 444,Home Office,United States,City 44,State 4,15444,Central,FUR-OFF-6444,Office Supplies,Appliances,Appliances 44,916.08,2,0.23,83.32
5446,US-2020-105445,2019-04-27,2019-05-02,Standard Class,CG-10445,Customer 445,Home Office,United States,City 45,State 5,15445,West,FUR-TEC-6445,Technology,Copiers,Copiers 45,1004.77,9,0.09,114.11
5447,US-2021-105446,2022-11-10,2022-11-13,Second Class,CG-10446,Customer 446,Consumer,United States,City 46,State 6,15446,East,FUR-FUR-6446,Furniture,Chairs,Chairs 46,3530.51,6,0.05,859.32
5448,US-2022-105447,2021-12-01,2021-12-03,Second Class,CG-10447,Customer 447,Corporate,United States,City 47,State 7,15447,South,FUR-OFF-6447,Office Supplies,Binders,Binders 47,3876.78,10,0.31,688.69
5449,US-2019-105448,2020-01-28,2020-02-06,First Class,CG-10448,Customer 448,Consumer,United States,City 48,State 8,15448,East,FUR-TEC-6448,Technology,Machines,Machines 48,4785.37,2,0.42,613.19
5450,US-2020-105449,2022-11-30,2022-12-06,Standard Class,CG-10449,Customer 449,Home Office,United States,City 49,State 9,15449,South,FUR-OFF-6449,Office Supplies,Art,Art 49,4686.31,10,0.07,496.59
5451,US-2021-105450,2021-06-12,2021-06-13,Standard Class,CG-10450,Customer 450,Home Office,United States,City 0,State 10,15450,South,FUR-OFF-6450,Office Supplies,Art,Art 50,4181.9,1,0.24,656.96
5452,US-2022-105451,2021-02-21,2021-03-01,Second Class,CG-10451,Customer 451,Consumer,United States,City 1,State 11,15451,West,FUR-OFF-6451,Office Supplies,Binders,Binders 51,4114.2,5,0.3,303.74
5453,US-2019-105452,2019-02-23,2019-02-27,Standard Class,CG-10452,Customer 452,Consumer,United States,City 2,State 12,15452,West,FUR-TEC-6452,Technology,Machines,Machines 52,1166.05,7,0.18,143.01
5454,US-2020-105453,2022-09-20,2022-09-26,First Class,CG-10453,Customer 453,Consumer,United States,City 3,State 13,15453,East,FUR-TEC-6453,Technology,Copiers,Copiers 53,2018.0,10,0.03,396.77
5455,US-2021-105454,2020-01-12,2020-01-19,Same Day,CG-10454,Customer 454,Consumer,United States,City 4,State 14,15454,West,FUR-OFF-6454,Office Supplies,Appliances,Appliances 54,842.52,4,0.29,69.52
5456,US-2022-105455,2022-05-17,2022-05-18,Same Day,CG-10455,Customer 455,Corporate,United States,City 5,State 15,15455,Central,FUR-OFF-6455,Office Supplies,Appliances,Appliances 55,553.19,9,0.43,75.15
5457,US-2019-105456,2022-01-14,2022-01-24,Standard Class,CG-10456,Customer 456,Consumer,United States,City 6,State 16,15456,East,FUR-FUR-6456,Furniture,Chairs,Chairs 56,2232.62,5,0.23,238.64
5458,US-2020-105457,2019-01-09,2019-01-14,Same Day,CG-10457,Customer 457,Corporate,United States,City 7,State 17,15457,South,FUR-FUR-6457,Furniture,Furnishings,Furnishings 57,676.13,6,0.08,180.73
5459,US-2021-105458,2019-08-12,2019-08-14,Same Day,CG-10458,Customer 458,Corporate,United States,City 8,State 18,15458,Central,FUR-FUR-6458,Furniture,Tables,Tables 58,2168.84,5,0.42,277.07
5460,US-2022-105459,2021-04-04,2021-04-11,Standard Class,CG-10459,Customer 459,Consumer,United States,City 9,State 19,15459,West,FUR-TEC-6459,Technology,Accessories,Accessories 59,3142.08,6,0.27,663.93
5461,US-2019-105460,2022-05-29,2022-06-02,Same Day,CG-10460,Customer 460,Consumer,United States,City 10,State 0,15460,Central,FUR-OFF-6460,Office Supplies,Appliances,Appliances 60,3440.35,4,0.33,593.44
5462,US-2020-105461,2020-01-18,2020-01-24,Same Day,CG-10461,Customer 461,Consumer,United States,City 11,State 1,15461,South,FUR-FUR-6461,Furniture,Chairs,Chairs 61,2404.28,9,0.33,283.84
5463,US-2021-105462,2022-07-10,2022-07-17,Standard Class,CG-10462,Customer 462,Corporate,United States,City 12,State 2,15462,South,FUR-TEC-6462,Technology,Machines,Machines 62,3829.67,1,0.35,266.86
5464,US-2022-105463,2022-05-23,2022-05-28,Standard Class,CG-10463,Customer 463,Corporate,United States,City 13,State 3,15463,East,FUR-OFF-6463,Office Supplies,Appliances,Appliances 63,2306.59,3,0.48,255.33
5465,US-2019-105464,2019-11-03,2019-11-13,Same Day,CG-10464,Customer 464,Consumer,United States,City 14,State 4,15464,South,FUR-OFF-6464,Office Supplies,Binders,Binders 64,1065.04,9,0.18,108.89
5466,US-2020-105465,2022-11-12,2022-11-21,Standard Class,CG-10465,Customer 465,Corporate,United States,City 15,State 5,15465,Central,FUR-TEC-6465,Technology,Machines,Machines 65,4513.4,10,0.24,696.72
5467,US-2021-105466,2020-04-20,2020-04-28,Standard Class,CG-10466,Customer 466,Corporate,United States,City 16,State 6,15466,Central,FUR-FUR-6466,Furniture,Bookcases,Bookcases 66,3110.57,4,0.19,369.69
5468,US-2022-105467,2022-09-02,2022-09-09,Same Day,CG-10467,Customer 467,Consumer,United States,City 17,State 7,15467,West,FUR-OFF-6467,Office Supplies,Appliances,Appliances 67,2823.94,8,0.17,475.94
5469,US-2019-105468,2022-02-21,2022-03-03,First Class,CG-10468,Customer 468,Corporate,United States,City 18,State 8,15468,Central,FUR-TEC-6468,Technology,Machines,Machines 68,4867.58,8,0.32,756.34
5470,US-2020-105469,2019-06-18,2019-06-24,Second Class,CG-10469,Customer 469,Consumer,United States,City 19,State 9,15469,West,FUR-OFF-6469,Office Supplies,Storage,Storage 69,2163.71,3,0.38,298.95
5471,US-2021-105470,2021-08-09,2021-08-19,Same Day,CG-10470,Customer 470,Home Office,United States,City 20,State 10,15470,Central,FUR-OFF-6470,Office Supplies,Appliances,Appliances 70,954.93,1,0.18,104.95
5472,US-2022-105471,2021-07-14,2021-07-15,Standard Class,CG-10471,Customer 471,Home Office,United States,City 21,State 11,15471,Central,FUR-OFF-6471,Office Supplies,Storage,Storage 71,2741.0,8,0.44,217.5
5473,US-2019-105472,2020-04-05,2020-04-10,Same Day,CG-10472,Customer 472,Consumer,United States,City 22,State 12,15472,East,FUR-FUR-6472,Furniture,Furnishings,Furnishings 72,2968.82,7,0.07,292.49
5474,US-2020-105473,2021-05-31,2021-06-03,First Class,CG-10473,Customer 473,Home Office,United States,City 23,State 13,15473,East,FUR-TEC-6473,Technology,Accessories,Accessories 73,1180.32,4,0.46,173.0
5475,US-2021-105474,2020-01-12,2020-01-19,Same Day,CG-10474,Customer 474,Consumer,United States,City 24,State 14,15474,South,FUR-TEC-6474,Technology,Copiers,Copiers 74,4413.66,3,0.12,929.16
5476,US-2022-105475,2022-10-03,2022-10-10,Standard Class,CG-10475,Customer 475,Home Office,United States,City 25,State 15,15475,Central,FUR-TEC-6475,Technology,Copiers,Copiers 75,428.57,9,0.09,100.65
5477,US-2019-105476,2021-11-28,2021-11-30,Same Day,CG-10476,Customer 476,Corporate,United States,City 26,State 16,15476,East,FUR-FUR-6476,Furniture,Tables,Tables 76,2045.31,1,0.32,389.06
5478,US-2020-105477,2020-07-17,2020-07-25,First Class,CG-10477,Customer 477,Home Office,United States,City 27,State 17,15477,Central,FUR-OFF-6477,Office Supplies,Art,Art 77,1806.25,5,0.3,318.05
5479,US-2021-105478,2022-04-11,2022-04-17,First Class,CG-10478,Customer 478,Corporate,United States,City 28,State 18,15478,South,FUR-TEC-6478,Technology,Copiers,Copiers 78,365.29,2,0.05,81.29
5480,US-2022-105479,2019-06-17,2019-06-25,First Class,CG-10479,Customer 479,Corporate,United States,City 29,State 19,15479,South,FUR-OFF-6479,Office Supplies,Binders,Binders 79,4875.15,6,0.06,602.86
5481,US-2019-105480,2019-12-16,2019-12-25,Second Class,CG-10480,Customer 480,Home Office,United States,City 30,State 0,15480,South,FUR-FUR-6480,Furniture,Bookcases,Bookcases 80,959.88,5,0.03,253.08
5482,US-2020-105481,2022-12-11,2022-12-20,Same Day,CG-10481,Customer 481,Home Office,United States,City 31,State 1,15481,South,FUR-OFF-6481,Office Supplies,Art,Art 81,3479.92,7,0.12,338.2
5483,US-2021-105482,2019-01-24,2019-01-28,Second Class,CG-10482,Customer 482,Corporate,United States,City 32,State 2,15482,East,FUR-OFF-6482,Office Supplies,Appliances,Appliances 82,351.13,1,0.14,50.33
5484,US-2022-105483,2022-01-24,2022-02-03,First Class,CG-10483,Customer 483,Home Office,United States,City 33,State 3,15483,West,FUR-FUR-6483,Furniture,Bookcases,Bookcases 83,1371.99,1,0.37,222.29
5485,US-2019-105484,2021-10-07,2021-10-08,Standard Class,CG-10484,Customer 484,Corporate,United States,City 34,State 4,15484,South,FUR-FUR-6484,Furniture,Bookcases,Bookcases 84,4546.85,6,0.34,741.64
5486,US-2020-105485,2022-04-23,2022-04-28,First Class,CG-10485,Customer 485,Corporate,United States,City 35,State 5,15485,South,FUR-OFF-6485,Office Supplies,Art,Art 85,864.69,2,0.07,179.31
5487,US-2021-105486,2020-11-07,2020-11-13,Standard Class,CG-10486,Customer 486,Consumer,United States,City 36,State 6,15486,South,FUR-TEC-6486,Technology,Copiers,Copiers 86,331.69,7,0.29,28.16
5488,US-2022-105487,2020-08-28,2020-09-02,Standard Class,CG-10487,Customer 487,Consumer,United States,City 37,State 7,15487,West,FUR-OFF-6487,Office Supplies,Binders,Binders 87,930.91,9,0.27,158.44
5489,US-2019-105488,2020-03-07,2020-03-16,Standard Class,CG-10488,Customer 488,Corporate,United States,City 38,State 8,15488,West,FUR-TEC-6488,Technology,Machines,Machines 88,4117.43,2,0.05,886.18
5490,US-2020-105489,2019-05-24,2019-06-03,Second Class,CG-10489,Customer 489,Corporate,United States,City 39,State 9,15489,South,FUR-FUR-6489,Furniture,Chairs,Chairs 89,2875.14,2,0.01,617.77
5491,US-2021-105490,2019-08-19,2019-08-24,Standard Class,CG-10490,Customer 490,Corporate,United States,City 40,State 10,15490,East,FUR-FUR-6490,Furniture,Tables,Tables 90,3728.12,3,0.14,333.02
5492,US-2022-105491,2022-07-22,2022-07-31,Standard Class,CG-10491,Customer 491,Consumer,United States,City 41,State 11,15491,West,FUR-TEC-6491,Technology,Phones,Phones 91,1471.06,4,0.19,168.25
5493,US-2019-105492,2020-02-06,2020-02-11,First Class,CG-10492,Customer 492,Consumer,United States,City 42,State 12,15492,East,FUR-TEC-6492,Technology,Phones,Phones 92,3973.55,7,0.08,836.65
5494,US-2020-105493,2020-07-02,2020-07-05,Second Class,CG-10493,Customer 493,Corporate,United States,City 43,State 13,15493,East,FUR-FUR-6493,Furniture,Furnishings,Furnishings 93,3231.3,7,0.17,348.26
5495,US-2021-105494,2022-01-18,2022-01-26,Second Class,CG-10494,Customer 494,Corporate,United States,City 44,State 14,15494,Central,FUR-TEC-6494,Technology,Phones,Phones 94,3356.07,9,0.28,297.31
5496,US-2022-105495,2022-01-27,2022-02-01,Second Class,CG-10495,Customer 495,Corporate,United States,City 45,State 15,15495,West,FUR-OFF-6495,Office Supplies,Art,Art 95,2270.62,6,0.31,321.37
5497,US-2019-105496,2019-06-17,2019-06-21,Second Class,CG-10496,Customer 496,Consumer,United States,City 46,State 16,15496,East,FUR-OFF-6496,Office Supplies,Appliances,Appliances 96,3710.42,4,0.02,1035.84
5498,US-2020-105497,2022-11-04,2022-11-14,First Class,CG-10497,Customer 497,Consumer,United States,City 47,State 17,15497,West,FUR-TEC-6497,Technology,Phones,Phones 97,3368.89,9,0.31,358.86
5499,US-2021-105498,2020-11-09,2020-11-14,Second Class,CG-10498,Customer 498,Consumer,United States,City 48,State 18,15498,Central,FUR-FUR-6498,Furniture,Furnishings,Furnishings 98,3046.86,5,0.26,597.91
5500,US-2022-105499,2022-10-02,2022-10-03,Standard Class,CG-10499,Customer 499,Home Office,United States,City 49,State 19,15499,South,FUR-FUR-6499,Furniture,Furnishings,Furnishings 99,4159.49,6,0.31,689.15
5501,US-2019-105500,2022-05-16,2022-05-19,Same Day,CG-10500,Customer 500,Consumer,United States,City 0,State 0,15500,West,FUR-OFF-6500,Office Supplies,Binders,Binders 0,2356.71,4,0.01,612.62
5502,US-2020-105501,2019-12-01,2019-12-04,First Class,CG-10501,Customer 501,Consumer,United States,City 1,State 1,15501,West,FUR-TEC-6501,Technology,Machines,Machines 1,924.91,8,0.24,97.82
5503,US-2021-105502,2022-08-10,2022-08-14,Same Day,CG-10502,Customer 502,Home Office,United States,City 2,State 2,15502,Central,FUR-FUR-6502,Furniture,Furnishings,Furnishings 2,3587.81,7,0.08,904.32
5504,US-2022-105503,2019-11-10,2019-11-20,Second Class,CG-10503,Customer 503,Consumer,United States,City 3,State 3,15503,West,FUR-TEC-6503,Technology,Copiers,Copiers 3,2214.53,4,0.3,396.9
5505,US-2019-105504,2022-09-19,2022-09-22,Same Day,CG-10504,Customer 504,Consumer,United States,City 4,State 4,15504,South,FUR-OFF-6504,Office Supplies,Storage,Storage 4,1111.1,2,0.41,82.38
5506,US-2020-105505,2021-12-03,2021-12-12,Same Day,CG-10505,Customer 505,Home Office,United States,City 5,State 5,15505,South,FUR-TEC-6505,Technology,Phones,Phones 5,1557.93,8,0.15,385.19
5507,US-2021-105506,2020-04-09,2020-04-16,Standard Class,CG-10506,Customer 506,Home Office,United States,City 6,State 6,15506,Central,FUR-TEC-6506,Technology,Accessories,Accessories 6,1395.64,1,0.11,208.63
5508,US-2022-105507,2022-07-25,2022-07-26,First Class,CG-10507,Customer 507,Corporate,United States,City 7,State 7,15507,West,FUR-OFF-6507,Office Supplies,Binders,Binders 7,971.5,3,0.29,148.24
5509,US-2019-105508,2021-03-16,2021-03-20,Same Day,CG-10508,Customer 508,Consumer,United States,City 8,State 8,15508,Central,FUR-FUR-6508,Furniture,Bookcases,Bookcases 8,338.71,5,0.37,36.98
5510,US-2020-105509,2021-10-24,2021-11-03,Same Day,CG-10509,Customer 509,Consumer,United States,City 9,State 9,15509,Central,FUR-OFF-6509,Office Supplies,Appliances,Appliances 9,2740.66,8,0.5,148.49
5511,US-2021-105510,2020-05-05,2020-05-14,Same Day,CG-10510,Customer 510,Corporate,United States,City 10,State 10,15510,West,FUR-FUR-6510,Furniture,Bookcases,Bookcases 10,1002.39,1,0.47,104.87
5512,US-2022-105511,2022-09-25,2022-09-26,Second Class,CG-10511,Customer 511,Consumer,United States,City 11,State 11,15511,Central,FUR-FUR-6511,Furniture,Furnishings,Furnishings 11,1193.16,9,0.48,81.31
5513,US-2019-105512,2021-11-13,2021-11-16,Same Day,CG-10512,Customer 512,Corporate,United States,City 12,State 12,15512,South,FUR-TEC-6512,Technology,Machines,Machines 12,4778.97,3,0.36,797.21
5514,US-2020-105513,2019-11-17,2019-11-26,Standard Class,CG-10513,Customer 513,Consumer,United States,City 13,State 13,15513,Central,FUR-FUR-6513,Furniture,Tables,Tables 13,2018.88,6,0.45,133.54
5515,US-2021-105514,2020-07-01,2020-07-08,Second Class,CG-10514,Customer 514,Corporate,United States,City 14,State 14,15514,South,FUR-OFF-6514,Office Supplies,Storage,Storage 14,2967.19,1,0.24,322.56
5516,US-2022-105515,2020-06-08,2020-06-12,First Class,CG-10515,Customer 515,Consumer,United States,City 15,State 15,15515,West,FUR-FUR-6515,Furniture,Chairs,Chairs 15,750.97,6,0.38,129.81
5517,US-2019-105516,2019-08-01,2019-08-07,Standard Class,CG-10516,Customer 516,Consumer,United States,City 16,State 16,15516,East,FUR-OFF-6516,Office Supplies,Art,Art 16,1744.31,7,0.12,432.82
5518,US-2020-105517,2022-12-29,2023-01-06,Second Class,CG-10517,Customer 517,Consumer,United States,City 17,State 17,15517,East,FUR-FUR-6517,Furniture,Bookcases,Bookcases 17,3527.59,9,0.42,358.23
5519,US-2021-105518,2020-11-03,2020-11-10,First Class,CG-10518,Customer 518,Home Office,United States,City 18,State 18,15518,East,FUR-TEC-6518,Technology,Copiers,Copiers 18,4402.1,3,0.32,719.46
5520,US-2022-105519,2022-10-28,2022-10-29,Standard Class,CG-10519,Customer 519,Consumer,United States,City 19,State 19,15519,South,FUR-OFF-6519,Office Supplies,Appliances,Appliances 19,637.43,7,0.06,148.04
5521,US-2019-105520,2020-02-25,2020-02-28,First Class,CG-10520,Customer 520,Corporate,United States,City 20,State 0,15520,East,FUR-TEC-6520,Technology,Accessories,Accessories 20,3488.19,3,0.38,637.59
5522,US-2020-105521,2019-11-07,2019-11-10,First Class,CG-10521,Customer 521,Home Office,United States,City 21,State 1,15521,Central,FUR-OFF-6521,Office Supplies,Art,Art 21,998.68,8,0.31,138.45
5523,US-2021-105522,2022-07-07,2022-07-10,Second Class,CG-10522,Customer 522,Corporate,United States,City 22,State 2,15522,West,FUR-FUR-6522,Furniture,Chairs,Chairs 22,2996.24,6,0.22,414.43
5524,US-2022-105523,2019-08-30,2019-09-07,Second Class,CG-10523,Customer 523,Consumer,United States,City 23,State 3,15523,East,FUR-FUR-6523,Furniture,Furnishings,Furnishings 23,2140.05,1,0.18,251.3
5525,US-2019-105524,2021-08-25,2021-09-01,Same Day,CG-10524,Customer 524,Consumer,United States,City 24,State 4,15524,West,FUR-TEC-6524,Technology,Phones,Phones 24,533.51,2,0.07,71.39
5526,US-2020-105525,2021-03-13,2021-03-15,Second Class,CG-10525,Customer 525,Corporate,United States,City 25,State 5,15525,South,FUR-TEC-6525,Technology,Copiers,Copiers 25,4302.6,4,0.33,350.85
5527,US-2021-105526,2022-10-21,2022-10-28,Second Class,CG-10526,Customer 526,Home Office,United States,City 26,State 6,15526,East,FUR-TEC-6526,Technology,Phones,Phones 26,151.99,8,0.45,18.77
5528,US-2022-105527,2022-08-05,2022-08-14,Second Class,CG-10527,Customer 527,Corporate,United States,City 27,State 7,15527,Central,FUR-OFF-6527,Office Supplies,Storage,Storage 27,2886.48,6,0.35,553.12
5529,US-2019-105528,2021-11-16,2021-11-25,Standard Class,CG-10528,Customer 528,Corporate,United States,City 28,State 8,15528,South,FUR-TEC-6528,Technology,Accessories,Accessories 28,1325.29,2,0.02,259.46
5530,US-2020-105529,2022-11-13,2022-11-17,First Class,CG-10529,Customer 529,Corporate,United States,City 29,State 9,15529,East,FUR-TEC-6529,Technology,Copiers,Copiers 29,3641.15,10,0.08,735.14
5531,US-2021-105530,2022-10-10,2022-10-20,Same Day,CG-10530,Customer 530,Home Office,United States,City 30,State 10,15530,East,FUR-OFF-6530,Office Supplies,Art,Art 30,1393.95,3,0.34,244.74
5532,US-2022-105531,2020-06-03,2020-06-12,Same Day,CG-10531,Customer 531,Corporate,United States,City 31,State 11,15531,West,FUR-FUR-6531,Furniture,Furnishings,Furnishings 31,4519.01,2,0.47,537.83
5533,US-2019-105532,2021-04-23,2021-05-03,First Class,CG-10532,Customer 532,Consumer,United States,City 32,State 12,15532,Central,FUR-TEC-6532,Technology,Accessories,Accessories 32,2739.49,5,0.02,777.11
5534,US-2020-105533,2019-10-23,2019-10-30,First Class,CG-10533,Customer 533,Home Office,United States,City 33,State 13,15533,West,FUR-OFF-6533,Office Supplies,Storage,Storage 33,2223.17,6,0.01,334.8
5535,US-2021-105534,2022-04-19,2022-04-27,First Class,CG-10534,Customer 534,Home Office,United States,City 34,State 14,15534,East,FUR-FUR-6534,Furniture,Furnishings,Furnishings 34,3542.36,2,0.11,521.12
5536,US-2022-105535,2020-09-30,2020-10-01,Standard Class,CG-10535,Customer 535,Consumer,United States,City 35,State 15,15535,East,FUR-FUR-6535,Furniture,Bookcases,Bookcases 35,949.33,8,0.42,128.99
5537,US-2019-105536,2021-09-15,2021-09-21,Second Class,CG-10536,Customer 536,Corporate,United States,City 36,State 16,15536,West,FUR-TEC-6536,Technology,Phones,Phones 36,4969.6,10,0.07,686.66
5538,US-2020-105537,2021-06-18,2021-06-20,First Class,CG-10537,Customer 537,Home Office,United States,City 37,State 17,15537,West,FUR-OFF-6537,Office Supplies,Binders,Binders 37,4266.13,8,0.32,366.69
5539,US-2021-105538,2019-07-21,2019-07-24,Standard Class,CG-10538,Customer 538,Corporate,United States,City 38,State 18,15538,South,FUR-OFF-6538,Office Supplies,Binders,Binders 38,923.17,4,0.45,60.93
5540,US-2022-105539,2021-02-11,2021-02-20,Same Day,CG-10539,Customer 539,Corporate,United States,City 39,State 19,15539,Central,FUR-FUR-6539,Furniture,Furnishings,Furnishings 39,2894.4,1,0.2,528.7
5541,US-2019-105540,2019-07-06,2019-07-10,Standard Class,CG-10540,Customer 540,Consumer,United States,City 40,State 0,15540,West,FUR-FUR-6540,Furniture,Bookcases,Bookcases 40,3980.71,1,0.11,471.64
5542,US-2020-105541,2021-09-24,2021-09-28,Second Class,CG-10541,Customer 541,Consumer,United States,City 41,State 1,15541,East,FUR-FUR-6541,Furniture,Tables,Tables 41,4376.85,5,0.44,735.27
5543,US-2021-105542,2020-01-06,2020-01-16,Standard Class,CG-10542,Customer 542,Consumer,United States,City 42,State 2,15542,West,FUR-TEC-6542,Technology,Machines,Machines 42,977.38,8,0.48,110.71
5544,US-2022-105543,2019-07-29,2019-07-30,Same Day,CG-10543,Customer 543,Corporate,United States,City 43,State 3,15543,South,FUR-FUR-6543,Furniture,Furnishings,Furnishings 43,446.29,4,0.04,75.47
5545,US-2019-105544,2019-05-30,2019-06-07,First Class,CG-10544,Customer 544,Corporate,United States,City 44,State 4,15544,West,FUR-TEC-6544,Technology,Copiers,Copiers 44,1745.04,5,0.46,243.87
5546,US-2020-105545,2022-12-12,2022-12-18,Same Day,CG-10545,Customer 545,Consumer,United States,City 45,State 5,15545,South,FUR-OFF-6545,Office Supplies,Storage,Storage 45,195.18,5,0.33,23.91
5547,US-2021-105546,2022-10-01,2022-10-10,First Class,CG-10546,Customer 546,Corporate,United States,City 46,State 6,15546,South,FUR-FUR-6546,Furniture,Furnishings,Furnishings 46,423.16,10,0.34,43.93
5548,US-2022-105547,2022-04-01,2022-04-03,Same Day,CG-10547,Customer 547,Corporate,United States,City 47,State 7,15547,South,FUR-TEC-6547,Technology,Copiers,Copiers 47,3952.42,10,0.37,555.34
5549,US-2019-105548,2022-09-23,2022-10-03,Standard Class,CG-10548,Customer 548,Corporate,United States,City 48,State 8,15548,East,FUR-OFF-6548,Office Supplies,Appliances,Appliances 48,652.04,5,0.16,88.02
5550,US-2020-105549,2019-02-27,2019-03-08,Standard Class,CG-10549,Customer 549,Consumer,United States,City 49,State 9,15549,Central,FUR-FUR-6549,Furniture,Furnishings,Furnishings 49,2722.89,4,0.33,223.5
5551,US-2021-105550,2022-08-22,2022-08-30,Standard Class,CG-10550,Customer 550,Corporate,United States,City 0,State 10,15550,East,FUR-OFF-6550,Office Supplies,Art,Art 50,1760.51,6,0.24,368.42
5552,US-2022-105551,2019-06-28,2019-07-07,Same Day,CG-10551,Customer 551,Home Office,United States,City 1,State 11,15551,East,FUR-TEC-6551,Technology,Copiers,Copiers 51,2664.65,2,0.44,259.55
5553,US-2019-105552,2021-01-10,2021-01-18,Same Day,CG-10552,Customer 552,Consumer,United States,City 2,State 12,15552,South,FUR-FUR-6552,Furniture,Tables,Tables 52,1906.94,7,0.02,329.04
5554,US-2020-105553,2021-12-01,2021-12-09,Same Day,CG-10553,Customer 553,Home Office,United States,City 3,State 13,15553,Central,FUR-TEC-6553,Technology,Accessories,Accessories 53,1071.53,9,0.29,78.73
5555,US-2021-105554,2019-05-17,2019-05-25,Second Class,CG-10554,Customer 554,Consumer,United States,City 4,State 14,15554,East,FUR-FUR-6554,Furniture,Furnishings,Furnishings 54,1921.27,10,0.03,329.56
5556,US-2022-105555,2020-06-08,2020-06-09,First Class,CG-10555,Customer 555,Corporate,United States,City 5,State 15,15555,Central,FUR-TEC-6555,Technology,Copiers,Copiers 55,4951.96,2,0.39,750.17
5557,US-2019-105556,2019-01-30,2019-02-08,Same Day,CG-10556,Customer 556,Home Office,United States,City 6,State 16,15556,East,FUR-OFF-6556,Office Supplies,Storage,Storage 56,2329.17,10,0.34,255.76
5558,US-2020-105557,2021-02-25,2021-03-01,Standard Class,CG-10557,Customer 557,Consumer,United States,City 7,State 17,15557,East,FUR-OFF-6557,Office Supplies,Binders,Binders 57,27.84,10,0.13,3.39
